# heliumInput = PHENOTYPE									
germplasm_name	germplasm_id	germplasm_gid	country_name	country_code	has_trials_data	has_genotypic_data	Project	Year	Range
Ho. 4595/51	359	Ho. 4595/51							Unknown
Hood	360	Hood	United Kingdom of Great Britain and Northern Ireland	GB				1978	1970-1979
HP 5466	361	HP 5466							Unknown
HVS 18707	362	HVS 18707							Unknown
HVS 2.1142-4-79	363	HVS 2.1142-4-79							Unknown
Imperial	364	Imperial							Unknown
Indian landrace	365	Indian landrace	India	IN					Unknown
Indian landvariety	366	Indian landvariety	India	IN					Unknown
J25	367	J25							Unknown
Joline	368	Joline	United Kingdom of Great Britain and Northern Ireland	GB				1988	1980-1989
Julia	369	Julia	Netherlands	NL				1968	1960-1969
Juno	370	Juno	United Kingdom of Great Britain and Northern Ireland	GB				1994	1990-1999
K 829 x Ariel	371	K 829 x Ariel							Unknown
Karat	372	Karat	Czech Republic	CZ				1981	1980-1989
Katy	373	Katy	France	FR				1971	1970-1979
KM 1192	374	KM 1192	Czech Republic	CZ					Unknown
Kneifel	375	Kneifel	Czech Republic	CZ				1926	1830-1959
Korinna	376	Korinna	Germany	DE				1988	1980-1989
Kristina	377	Kristina	Sweden	SE				1968	1960-1969
Lada	378	Lada	Germany	DE				1979	1970-1979
landvariety	379	landvariety							Unknown
Libelle	380	Libelle	Germany	DE				1990	1990-1999
Lignee 207	381	Lignee 207	France	FR				1962	1960-1969
Lignee 2730E	382	Lignee 2730E	France	FR					Unknown
Linden	383	Linden	United Kingdom of Great Britain and Northern Ireland	GB				1998	1990-1999
Lofa	384	Lofa	Denmark	DK				1968	1960-1969
Lome	385	Lome							Unknown
LP 426.92 x LP 6800.92	386	LP 426.92 x LP 6800.92							Unknown
LP 629.1-95	387	LP 629.1-95							Unknown
Luke	388	Luke	United Kingdom of Great Britain and Northern Ireland	GB				1976	1970-1979
Lux	389	Lux	Denmark	DK				1997	1990-1999
Lyallpur	390	Lyallpur	Pakistan	PK					Unknown
Maga	391	Maga							Unknown
Magnif 104	392	Magnif 104	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
Magnif 105	393	Magnif 105	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
Magnum	394	Magnum	United Kingdom of Great Britain and Northern Ireland	GB				1980	1980-1989
Mari	395	Mari	Sweden	SE				1960	1960-1969
Marina	396	Marina	Germany	DE				1990	1990-1999
Marion	397	Marion	France	FR				1981	1980-1989
Maris Bulbeck	398	Maris Bulbeck	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
Maris Yak x W 1001	399	Maris Jak x W 1001	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
Maskin	400	Maskin	Norway	NO				1918	1830-1959
Maud	401	Maud	Sweden	SE				1991	1990-1999
Maythorpe	402	Maythorpe	United Kingdom of Great Britain and Northern Ireland	GB				1954	1830-1959
Miln 155/38	403	Miln 155/38							Unknown
Minerva	404	Minerva	Netherlands	NL				1955	1830-1959
Minstrel	406	Minstrel						2002	2000-2009
Monarch	407	Monarch							Unknown
Monte Cristo	408	Monte Cristo	India	IN					Unknown
Moosburger Rhatia	409	Moosburger Rhatia	Germany	DE				1913	1830-1959
Morgenrot	410	Morgenrot	Germany	DE				1944	1830-1959
Mutant SS 55	411	Mutant SS 55							Unknown
Nackta	412	Nackta	Germany	DE				1969	1960-1969
NFC 461181	413	NFC 461181	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
NFC 497-12	414	NFC 497-12	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
NFC 499-69	415	NFC 499-69	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
NFC 514-5	416	NFC 514-5	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
NFC 5563	417	NFC 5563	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
NFC 85/1/3	418	NFC 85/1/3	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
NFC 94-11	419	NFC 94-11	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
NFC 94-20	420	NFC 94-20	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
NFC 94-4	421	NFC 94-4	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
NFC Tipple	422	NFC Tipple	United Kingdom of Great Britain and Northern Ireland	GB				2005	2000-2009
NFC1983-27	423	NFC1983-27	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
NFC86/60	424	NFC86/60	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
Nolcuv A or Dregerev Imp	425	Nolcuv A or Dregerev Imp							Unknown
NSL 95-2949	426	NSL 95-2949	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
NSL 97-5547	427	NSL 97-5547	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
NSL07-8124-A	428	NSL07-8124-A	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
Olli	429	Olli	Finland	FI				1927	1830-1959
Opal	430	Opal	Denmark	DK				1922	1830-1959
Orcivale	431	Orcivale	France	FR				1994	1990-1999
Oriol	432	Oriol	Germany	DE				1969	1960-1969
Orthega	433	Orthega	Germany	DE				1996	1990-1999
Ortoli	434	Ortoli	United Kingdom of Great Britain and Northern Ireland	GB				1999	1990-1999
Otira	435	Otira	United Kingdom of Great Britain and Northern Ireland	GB				1998	1990-1999
Oxbridge	436	Oxbridge	United Kingdom of Great Britain and Northern Ireland	GB				2003	2000-2009
Panda	437	Panda	France	FR				1983	1980-1989
Pasadena	438	Pasadena	Germany	DE				1998	1990-1999
Peel	439	Peel	United Kingdom of Great Britain and Northern Ireland	GB				1992	1990-1999
Peroga	440	Peroga	Germany	DE				1962	1960-1969
PF 52213	441	PF 52213							Unknown
Piccolo	442	Piccolo	Netherlands	NL					Unknown
Picnic	443	Picnic							Unknown
Pikkio	444	Pikkio							Unknown
Pirol	445	Pirol	Germany	DE				1950	1830-1959
Piroline	446	Piroline	Germany	DE				1953	1830-1959
Platoon	447	Platoon	United Kingdom of Great Britain and Northern Ireland	GB				1993	1990-1999
Plumage Archer	448	Plumage Archer	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
PP79	449	PP79							Unknown
Prentice	450	Prentice	Denmark	DK					Unknown
Prolog	451	Prolog	Germany	DE				2000	2000-2009
Proskowetz Hanna	452	Proskowetz Hanna	Czech Republic	CZ				1884	1830-1959
Ragusa	453	Ragusa	Germany	DE				1929	1830-1959
Recept	454	Recept							Unknown
Regatta	455	Regatta	United Kingdom of Great Britain and Northern Ireland	GB				1987	1980-1989
Regent	456	Regent	United Kingdom of Great Britain and Northern Ireland	GB				1981	1980-1989
Riegel	457	Riegel							Unknown
Rigel	458	Rigel	Denmark	DK				1944	1830-1959
Rosie Abed	459	Rosie Abed	Denmark	DK				1980	1980-1989
Roxana	460	Roxana	Germany	DE				2000	2000-2009
RPB 16/71	461	RPB 16/71	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
RPB 713/77	462	RPB 713/77	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
Rupal	463	Rupal	Sweden	SE				1972	1970-1979
Rupee	464	Rupee	India	IN					Unknown
S3170/Abyss	465	S3170/Abyss							Unknown
S-487	466	S-487							Unknown
S77323	467	S77323							Unknown
Salome	468	Salome	Germany	DE				1981	1980-1989
Sandra	469	Sandra	France	FR				1975	1970-1979
Sarah	470	Sarah	Germany	DE				1998	1990-1999
Saxo	471	Saxo	Sweden	SE				1993	1990-1999
Scanian Barley	472	Scanian Barley							Unknown
SCRI 8313	473	SCRI 8313	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
Seger	474	Seger	Sweden	SE				1926	1830-1959
Sherpa	475	Sherpa	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
SJ 028126	476	SJ 028126	Denmark	DK					Unknown
SJ 050549	477	SJ 050549	Denmark	DK					Unknown
SJ 203256	478	SJ 203256	Denmark	DK					Unknown
SJ 930331	479	SJ 930331	Denmark	DK					Unknown
SJ 96-1441	480	SJ 96-1441	Denmark	DK					Unknown
Sk 783 x Ce Dc-74	481	Sk 783 x Ce Dc-74							Unknown
St434/62	482	St434/62							Unknown
Stamm	483	Stamm	Germany	DE					Unknown
Stamm 101	484	Stamm 101	Germany	DE					Unknown
Stamm 210	485	Stamm 210	Germany	DE					Unknown
Stanka	486	Stanka	Germany	DE				1954	1830-1959
Stanza	487	Stanza	United Kingdom of Great Britain and Northern Ireland	GB				1988	1980-1989
Steward x NFC 406/113	488	Steward x NFC 406/113	United Kingdom of Great Britain and Northern Ireland	GB					Unknown
Streng Franken III	489	Streng Franken III	Germany	DE				1948	1830-1959
Sulu	490	Sulu	Australia	AU				1957	1830-1959
Svalof Hanna	491	Svalof Hanna	Sweden	SE					Unknown
Svanhals	492	Svanhals	Sweden	SE				1903	1830-1959
SW 89692	493	SW 89692	Sweden	SE					Unknown
Swallow	494	Swallow	United Kingdom of Great Britain and Northern Ireland	GB				1960	1960-1969
Tammi	495	Tammi	Finland	FI				1937	1830-1959
Tamtam	496	Tamtam	Australia	AU					Unknown
TCE 141	497	TCE 141							Unknown
Tellus	498	Tellus	Sweden	SE				1970	1970-1979
Trebon	499	Trebon	Sweden	SE				1994	1990-1999
Triple awn lemma	500	Triple awn lemma							Unknown
Troon	501	Troon	United Kingdom of Great Britain and Northern Ireland	GB				2002	2000-2009
Troop	502	Troop							Unknown
Universe	503	Universe	United Kingdom of Great Britain and Northern Ireland	GB				1973	1970-1979
V 813	504	V 813							Unknown
Valticky B	505	Valticky B	Czech Republic	CZ					Unknown
Varberg	506	Varberg	Germany	DE				2006	2000-2009
Vaughn	507	Vaughn	United States of America	US					Unknown
VDH 233-79	508	VDH 233-79							Unknown
Vega	509	Vega	Denmark	DK				1976	1970-1979
Viskosa	510	Viskosa	Germany	DE				1999	1990-1999
Vitesse	511	Vitesse							Unknown
Voldagsen	512	Voldagsen	Germany	DE					Unknown
Vortex	513	Vortex						2000	2000-2009
VSB 10-15 x NFC 1440/80	514	VSB 10-15 x NFC 1440/80							Unknown
Weib. 5973 x Weib. 5853	515	Weib. 5973 x Weib. 5853	Germany	DE					Unknown
Weihenstephaner MR 1	516	Weihenstephaner MR 1	Germany	DE				1935	1830-1959
Weihenstephaner MR 2	517	Weihenstephaner MR 2	Germany	DE				1939	1830-1959
Wicket	518	Wicket	United Kingdom of Great Britain and Northern Ireland	GB				2002	2000-2009
Wong	519	Wong	China	CN					Unknown
Woodcock	520	Woodcock							Unknown
Ymer	521	Ymer	Sweden	SE				1944	1830-1959
Zeppelin	522	Zeppelin							Unknown
Goldthorpe	523	Goldthorpe	United Kingdom of Great Britain and Northern Ireland	GB				1889	1830-1959
Tern	524	Tern	Germany	DE				1965	1960-1969
MGH 61229	525	MGH 61229	Netherlands	NL					Unknown
MGH 6271	526	MGH 6271	Netherlands	NL					Unknown
Hadm. 96677-87	527	Hadm. 96677-87	Germany	DE					Unknown
TS42/3/5	528	TS42/3/5							Unknown
BH4/200/5/90	529	BH4/200/5/90							Unknown
Z90-552	530	Z90-552							Unknown
Atlas USA	531	Atlas USA	United States of America	US				1924	1830-1959
Brioni	532	Brioni			1			2011	2010-2017
Opal B	533	Opal B							Unknown
Breun 4714	534	Breun 4714	Germany	DE					Unknown
Genie	535	Genie						2009	2000-2009
Tesla	536	Tesla						2010	2010-2017
Sk 783	537	Sk 783							Unknown
Ce Dc-74	538	Ce Dc-74							Unknown
Havanna	539	Havanna							Unknown
Marnie	540	Marnie							Unknown
3192 f 56	541	3192 f 56							Unknown
Doyen	542	Doyen	United Kingdom of Great Britain and Northern Ireland	GB	1			2001	2000-2009
Mona	543	Mona	Sweden	SE	1			1970	1970-1979
Pallas	544	Pallas	Sweden	SE				1958	1830-1959
Vivaldi	545	Vivaldi							Unknown
NSL04-4299-B	546	NSL04-4299-B							Unknown
PF14	547	PF14							Unknown
Corgi	548	Corgi	United Kingdom of Great Britain and Northern Ireland	GB				1985	1980-1989
15533 Co	549	15533 Co							Unknown
Crusader	550	Crusader	Netherlands	NL				1976	1970-1979
Delta	551	Delta	Netherlands	NL				1959	1830-1959
Tyra	552	Tyra	Denmark	DN				1975	1970-1979
Algerian x Herta 8	553	(Algerian x Herta 8)							Unknown
Graphic	554	Graphic							Unknown
